chromosome,gene_name,gene_type,position_start,position_end,gene_source,strand
chr1,RP5-934G17.7,lncRNA,11967997,11974355,HAVANA,+
chr1,KNOWN,snRNA,11968209,11968328,ENSEMBL,+
chr1,KNOWN,snRNA,11969865,11969984,ENSEMBL,-
chr1,KIAA2013,protein_coding,11979648,11986485,HAVANA,-
chr1,PLOD1,protein_coding,11994262,12035595,HAVANA,+
chr1,RP5-1077B9.6,lncRNA,12039590,12040184,HAVANA,-
chr1,MFN2,protein_coding,12040238,12075268,HAVANA,+
chr1,RP5-1077B9.5,processed_pseudogene,12077273,12077365,HAVANA,-
chr1,MIIP,protein_coding,12079523,12092102,HAVANA,+
chr1,NOVEL,misc_RNA,12084069,12084181,ENSEMBL,-
chr1,KNOWN,misc_RNA,12096799,12097071,ENSEMBL,-
chr1,TNFRSF8,protein_coding,12123360,12204264,HAVANA,+
chr1,KNOWN,snRNA,12137938,12138041,ENSEMBL,-
chr1,RPL23AP89,processed_pseudogene,12140350,12140604,HAVANA,-
chr1,RP11-426M1.3,lncRNA,12148498,12152321,HAVANA,-
chr1,TNFRSF1B,protein_coding,12227048,12269285,HAVANA,+
chr1,KNOWN,miRNA,12251770,12251830,ENSEMBL,+
chr1,RPL10P17,processed_pseudogene,12280851,12281166,HAVANA,-
chr1,NOVEL,snoRNA,12281205,12281328,ENSEMBL,-
chr1,VPS13D,protein_coding,12290087,12572099,HAVANA,+
chr1,KNOWN,snoRNA,12567300,12567451,ENSEMBL,+
chr1,LINC02766,lncRNA,12587766,12588462,HAVANA,+
chr1,DHRS3,protein_coding,12627939,12678216,HAVANA,-
chr1,KNOWN,snRNA,12630000,12630100,ENSEMBL,-
chr1,RP11-474O21.5,lncRNA,12678906,12679250,HAVANA,-
chr1,AADACL4,protein_coding,12704104,12727087,HAVANA,+
chr1,RP11-474O21.2,processed_pseudogene,12752925,12753036,HAVANA,+
chr1,AADACL3,protein_coding,12776113,12788727,HAVANA,+
chr1,NOVEL,snoRNA,12799693,12799796,ENSEMBL,+
chr1,C1orf158,protein_coding,12806148,12823847,HAVANA,+
chr1,PRAMEF12,protein_coding,12833881,12838049,HAVANA,+
chr1,PRAMEF1,protein_coding,12851546,12856777,HAVANA,+
chr1,LINC01784,lncRNA,12882549,12883022,HAVANA,-
chr1,KNOWN,protein_coding,12884468,12891264,HAVANA,-
chr1,PRAMEF30P,unprocessed_pseudogene,12897978,12901210,HAVANA,-
chr1,HNRNPCL1,protein_coding,12907230,12908573,HAVANA,-
chr1,PRAMEF2,protein_coding,12916941,12921764,HAVANA,+
chr1,PRAMEF4,protein_coding,12939033,12946025,HAVANA,-
chr1,PRAMEF10,protein_coding,12952727,12958101,HAVANA,-
chr1,PRAMEF7,protein_coding,12976430,12980302,HAVANA,+
chr1,KNOWN,snRNA,12982374,12982480,ENSEMBL,+
chr1,PRAMEF29P,unprocessed_pseudogene,12985990,12988081,HAVANA,+
chr1,PRAMEF6,protein_coding,12998302,13007406,HAVANA,-
chr1,KNOWN,pseudogene,13012966,13015755,HAVANA,-
chr1,KNOWN,protein_coding,13035543,13038381,HAVANA,+
chr1,PUTATIVE,protein_coding,13052394,13052998,HAVANA,-
chr1,KNOWN,pseudogene,13108842,13112679,HAVANA,-
chr1,KNOWN,pseudogene,13123246,13126086,HAVANA,-
chr1,KNOWN,pseudogene,13140456,13145000,HAVANA,+
chr1,NOVEL,lincRNA,13146777,13147256,HAVANA,+
chr1,KNOWN,pseudogene,13162645,13165443,HAVANA,-
chr1,PRAMEF34P,unprocessed_pseudogene,13162650,13165443,HAVANA,-
chr1,PRAMEF35P,unprocessed_pseudogene,13171871,13173157,HAVANA,-
chr1,HNRNPCL2,protein_coding,13182960,13184326,HAVANA,-
chr1,PUTATIVE,protein_coding,13216356,13219581,HAVANA,-
chr1,KNOWN,protein_coding,13328196,13331692,HAVANA,-
chr1,KNOWN,pseudogene,13351482,13354323,HAVANA,+
chr1,KNOWN,protein_coding,13359819,13369057,HAVANA,+
chr1,PRAMEF32P,unprocessed_pseudogene,13379149,13381237,HAVANA,-
chr1,KNOWN,snRNA,13384735,13384841,ENSEMBL,-
chr1,KNOWN,protein_coding,13386646,13390765,HAVANA,-
chr1,KNOWN,pseudogene,13411551,13414482,HAVANA,+
chr1,KNOWN,protein_coding,13421176,13428191,HAVANA,+
chr1,NOVEL,lincRNA,13429634,13430113,HAVANA,+
chr1,PRAMEF13,protein_coding,13447429,13452656,HAVANA,-
chr1,PRAMEF28P,unprocessed_pseudogene,13448050,13450861,HAVANA,-
chr1,KNOWN,protein_coding,13474689,13477522,HAVANA,-
chr1,KNOWN,protein_coding,13495254,13498260,HAVANA,+
chr1,KNOWN,protein_coding,13516066,13526943,HAVANA,+
chr1,KNOWN,pseudogene,13607431,13611550,HAVANA,-
chr1,KNOWN,pseudogene,13632348,13635279,HAVANA,+
chr1,KNOWN,protein_coding,13641973,13648988,HAVANA,+
chr1,PRAMEF14,protein_coding,13668269,13673511,HAVANA,-
chr1,PRAMEF19,protein_coding,13695525,13698358,HAVANA,-
chr1,PRAMEF17,protein_coding,13716092,13719089,HAVANA,+
chr1,PRAMEF20,protein_coding,13742808,13747803,HAVANA,+
chr1,LRRC38,protein_coding,13801441,13840498,HAVANA,-
chr1,RP4-597A16.2,lncRNA,13839715,13842765,HAVANA,+
chr1,BRWD1P1,processed_pseudogene,13881496,13882189,HAVANA,+
chr1,PDPN,protein_coding,13909960,13944452,HAVANA,+
chr1,RNA5SP41,rRNA_pseudogene,13949679,13949779,ENSEMBL,-
chr1,NOVEL,miRNA,13950397,13950497,ENSEMBL,-
chr1,CTA-520D8.2,lncRNA,13983806,13986405,HAVANA,-
chr1,NOVEL,snoRNA,14022565,14022694,ENSEMBL,-
chr1,PRDM2,protein_coding,14026693,14151574,HAVANA,+
chr1,KAZN,protein_coding,14219287,15444539,HAVANA,+
chr1,KNOWN,snRNA,14450728,14450830,ENSEMBL,-
chr1,RP11-344F13.1,lncRNA,14548382,14630940,HAVANA,-
chr1,KAZN-AS1,lncRNA,14665320,14746469,HAVANA,-
chr1,TBCAP2,processed_pseudogene,15018625,15019109,HAVANA,-
chr1,RP5-864I18.1,lncRNA,15100965,15104223,HAVANA,-
chr1,TMEM51-AS1,lncRNA,15438311,15480114,HAVANA,-
chr1,TMEM51,protein_coding,15479028,15546974,HAVANA,+
chr1,C1orf195,lncRNA,15490840,15497813,HAVANA,-
chr1,MFFP1,processed_pseudogene,15518324,15519341,HAVANA,-
chr1,ZBTB2P1,processed_pseudogene,15552869,15554045,HAVANA,+
chr1,FHAD1,protein_coding,15563017,15726779,HAVANA,+
chr1,FHAD1-AS1,lncRNA,15653176,15670372,HAVANA,-
chr1,RP3-467K16.7,lncRNA,15660662,15661960,HAVANA,-
chr1,RP3-467K16.4,lncRNA,15729475,15735929,HAVANA,-
chr1,EFHD2,protein_coding,15736384,15756835,HAVANA,+
chr1,CTRC,protein_coding,15764938,15775737,HAVANA,+
chr1,CELA2A,protein_coding,15783223,15798586,HAVANA,+
chr1,CELA2B,protein_coding,15792404,15817890,HAVANA,+
chr1,CASP9,protein_coding,15817327,15853029,HAVANA,-
chr1,DNAJC16,protein_coding,15853308,15918874,HAVANA,+
chr1,NOVEL,snoRNA,15868660,15868799,ENSEMBL,+
chr1,RP4-680D5.8,lncRNA,15892106,15892451,HAVANA,-
chr1,AGMAT,protein_coding,15898194,15911546,HAVANA,-
chr1,RP4-680D5.2,lncRNA,15912631,15930121,HAVANA,-
chr1,CHCHD2P6,processed_pseudogene,15931092,15931538,HAVANA,+
chr1,KNOWN,snRNA,15934573,15934640,ENSEMBL,-
chr1,CD24P1,processed_pseudogene,15941138,15941362,HAVANA,-
chr1,DDI2,protein_coding,15943953,15995539,HAVANA,+
chr1,RSC1A1,protein_coding,15986364,15988217,HAVANA,+
chr1,RP4-680D5.9,lncRNA,16009368,16009623,HAVANA,-
chr1,PLEKHM2,protein_coding,16010815,16061264,HAVANA,+
chr1,NOVEL,miRNA,16010967,16011053,ENSEMBL,+
chr1,RP11-288I21.1,lncRNA,16046807,16063391,HAVANA,-
chr1,SLC25A34,protein_coding,16062753,16067887,HAVANA,+
chr1,SLC25A34-AS1,lncRNA,16066546,16076391,HAVANA,-
chr1,TMEM82,protein_coding,16068994,16074477,HAVANA,+
chr1,FBLIM1,protein_coding,16083102,16113089,HAVANA,+
chr1,RPL12P14,processed_pseudogene,16119291,16119780,HAVANA,+
chr1,UQCRHL,protein_coding,16133664,16135843,HAVANA,-
chr1,RP11-169K16.8,processed_pseudogene,16154727,16155164,HAVANA,+
chr1,FLJ37453,lncRNA,16160969,16174642,HAVANA,-
chr1,SPEN,protein_coding,16162590,16266951,HAVANA,+
chr1,NOVEL,snoRNA,16237392,16237492,ENSEMBL,+
chr1,RP1-134O19.3,unprocessed_pseudogene,16244193,16244403,HAVANA,-
chr1,ZBTB17,protein_coding,16268364,16302627,HAVANA,-
chr1,RP11-5P18.1,processed_pseudogene,16296127,16296689,HAVANA,+
chr1,RP11-5P18.3,unprocessed_pseudogene,16314677,16314936,HAVANA,+
chr1,RP11-5P18.11,processed_pseudogene,16315635,16315870,HAVANA,-
chr1,TBC1D3P6,unprocessed_pseudogene,16316366,16321246,HAVANA,+
chr1,SRARP,protein_coding,16330731,16335302,HAVANA,+
chr1,RP11-5P18.5,lncRNA,16332655,16333166,HAVANA,-
chr1,HSPB7,protein_coding,16340523,16346089,HAVANA,-
chr1,CLCNKA,protein_coding,16345370,16360545,HAVANA,+
chr1,RP11-5P18.10,unprocessed_pseudogene,16361673,16366524,HAVANA,-
chr1,CLCNKB,protein_coding,16366747,16383806,HAVANA,+
chr1,FAM131C,protein_coding,16384264,16400146,HAVANA,-
chr1,EPHA2,protein_coding,16450832,16482564,HAVANA,-
chr1,RP11-276H7.2,lncRNA,16481706,16483824,HAVANA,+
chr1,RP11-276H7.3,lncRNA,16485761,16488378,HAVANA,+
chr1,ARHGEF19-AS1,lncRNA,16524349,16524852,HAVANA,+
chr1,ARHGEF19,protein_coding,16524349,16539147,HAVANA,-
chr1,ANO7L1,transcribed_unprocessed_pseudogene,16542404,16554522,HAVANA,-
chr1,RP4-733M16.8,lncRNA,16555169,16557830,HAVANA,-
chr1,KNOWN,protein_coding,16555368,16556038,ENSEMBL,-
chr1,CPLANE2,protein_coding,16558187,16563678,HAVANA,-
chr1,MT1XP1,processed_pseudogene,16567708,16567893,HAVANA,-
chr1,FBXO42,protein_coding,16573335,16678975,HAVANA,-
chr1,SZRD1,protein_coding,16679070,16724640,HAVANA,+
chr1,RPL22P3,processed_pseudogene,16695645,16696025,HAVANA,-
chr1,SPATA21,protein_coding,16713612,16763919,HAVANA,-
chr1,NECAP2,protein_coding,16767216,16786573,HAVANA,+
chr1,LINC01772,lncRNA,16787443,16794976,HAVANA,+
chr1,CROCCP3,transcribed_unprocessed_pseudogene,16793931,16825752,HAVANA,-
chr1,KNOWN,snRNA,16840617,16840780,ENSEMBL,-
chr1,RP4-798A10.7,lncRNA,16841140,16842249,HAVANA,+
chr1,RP4-798A10.8,lncRNA,16841529,16848283,HAVANA,+
chr1,RP4-798A10.4,lncRNA,16847189,16848291,HAVANA,+
chr1,LINC01783,lncRNA,16860381,16862144,HAVANA,-
chr1,KNOWN,protein_coding,16865561,16866070,ENSEMBL,+
chr1,PDE4DIPP8,unprocessed_pseudogene,16875146,16879026,HAVANA,-
chr1,NOVEL,miRNA,16875409,16875482,ENSEMBL,+
chr1,NBPF1,protein_coding,16888814,16940057,HAVANA,-
chr1,RP5-1182A14.5,lncRNA,16943886,16944224,HAVANA,+
chr1,CROCCP2,transcribed_unprocessed_pseudogene,16944748,16983727,HAVANA,-
chr1,RP5-1182A14.8,transcribed_unprocessed_pseudogene,16969262,16969604,HAVANA,-
chr1,MST1P2,unprocessed_pseudogene,16972117,16976784,HAVANA,+
chr1,RP1-163M9.8,lncRNA,16983374,16994019,HAVANA,+
chr1,KNOWN,snRNA,16993280,16993443,ENSEMBL,-
chr1,KNOWN,protein_coding,16999498,17000007,ENSEMBL,+
chr1,RP5-875O13.7,unprocessed_pseudogene,17007592,17015244,HAVANA,-
chr1,NOVEL,miRNA,17007750,17007823,ENSEMBL,+
chr1,EIF1AXP1,processed_pseudogene,17012116,17012550,HAVANA,-
chr1,ESPNP,transcribed_unprocessed_pseudogene,17013834,17046652,HAVANA,-
chr1,RP1-163M9.7,lncRNA,17028041,17032089,HAVANA,+
chr1,KNOWN,protein_coding,17060447,17060956,ENSEMBL,-
chr1,RP5-1182A14.7,lncRNA,17066433,17077084,HAVANA,-
chr1,CROCC,protein_coding,17066768,17299459,HAVANA,+
chr1,CROCCP4,transcribed_unprocessed_pseudogene,17066775,17077463,HAVANA,+
chr1,KNOWN,snRNA,17067011,17067174,ENSEMBL,+
chr1,MST1L,transcribed_unprocessed_pseudogene,17081405,17096732,HAVANA,-
chr1,RP11-108M9.1,lncRNA,17177752,17179624,HAVANA,-
chr1,PDE4DIPP9,unprocessed_pseudogene,17181902,17185779,HAVANA,+
chr1,KNOWN,miRNA,17185444,17185516,ENSEMBL,-
chr1,RP11-108M9.3,lncRNA,17197440,17210154,HAVANA,+
chr1,RP11-108M9.4,lncRNA,17214072,17216201,HAVANA,-
chr1,RP11-108M9.5,processed_pseudogene,17215590,17216097,HAVANA,+
chr1,KNOWN,snRNA,17222475,17222638,ENSEMBL,+
chr1,RP11-108M9.6,lncRNA,17230834,17231271,HAVANA,-
chr1,MFAP2,protein_coding,17300997,17307127,HAVANA,-
chr1,RP1-37C10.7,lncRNA,17302797,17304287,HAVANA,+
chr1,RP1-37C10.3,lncRNA,17305421,17331586,HAVANA,+
chr1,ATP13A2,protein_coding,17312453,17338423,HAVANA,-
chr1,RP1-37C10.8,protein_coding,17331563,17338252,HAVANA,-
chr1,SDHB,protein_coding,17345217,17380527,HAVANA,-
chr1,PADI2,protein_coding,17393256,17445946,HAVANA,-
chr1,NOVEL,misc_RNA,17484692,17484779,ENSEMBL,+
chr1,LINC02783,lncRNA,17516278,17524112,HAVANA,+
chr1,RP11-380J14.4,lncRNA,17519727,17528228,HAVANA,-
chr1,PADI1,protein_coding,17531623,17572502,HAVANA,+
chr1,PADI3,protein_coding,17575593,17610728,HAVANA,+
chr1,KNOWN,miRNA,17604384,17604470,ENSEMBL,+
chr1,PADI4,protein_coding,17634690,17690499,HAVANA,+
chr1,NOVEL,protein_coding,17655507,17676070,ENSEMBL,-
chr1,PADI6,protein_coding,17698691,17728195,HAVANA,+
chr1,RCC2-AS1,lncRNA,17733256,17733878,HAVANA,+
chr1,RCC2,protein_coding,17733256,17766173,HAVANA,-
chr1,NOVEL,miRNA,17740127,17740190,ENSEMBL,-
chr1,NOVEL,snoRNA,17776259,17776359,ENSEMBL,+
chr1,ARHGEF10L,protein_coding,17866193,18024369,HAVANA,+
chr1,LINC02810,lncRNA,18044120,18076473,HAVANA,+
chr1,ACTL8,protein_coding,18081828,18153558,HAVANA,+
chr1,RP11-658E23.1,lncRNA,18342206,18372106,HAVANA,+
chr1,LINC01654,lncRNA,18392151,18400906,HAVANA,+
chr1,IGSF21,protein_coding,18434292,18704977,HAVANA,+
chr1,RP11-174G17.3,TEC,18435883,18442355,HAVANA,+
chr1,IGSF21-AS1,lncRNA,18493423,18505840,HAVANA,-
chr1,RP11-422P22.1,lncRNA,18712323,18715008,HAVANA,+
chr1,KLHDC7A,protein_coding,18807424,18812468,HAVANA,+
chr1,DYNLL1P3,processed_pseudogene,18839612,18839877,HAVANA,+
chr1,RP1-8B22.2,processed_pseudogene,18921908,18922130,HAVANA,+
chr1,PAX7,protein_coding,18957340,19075360,HAVANA,+
chr1,TAS1R2,protein_coding,19166093,19186176,HAVANA,-
chr1,NOVEL,protein_coding,19175767,19247615,HAVANA,-
chr1,ALDH4A1,protein_coding,19197924,19229218,HAVANA,-
chr1,KNOWN,miRNA,19209696,19209769,ENSEMBL,-
chr1,KNOWN,miRNA,19223565,19223642,ENSEMBL,-
chr1,IFFO2,protein_coding,19230774,19283170,HAVANA,-
chr1,RP5-1126H10.2,lncRNA,19398604,19402005,HAVANA,-
chr1,UBR4,protein_coding,19401004,19536760,HAVANA,-
chr1,NOVEL,miRNA,19410046,19410145,ENSEMBL,-
chr1,EMC1-AS1,lncRNA,19536995,19567198,HAVANA,+
chr1,EMC1,protein_coding,19542154,19578021,HAVANA,-
chr1,MRTO4,protein_coding,19578299,19586622,HAVANA,+
chr1,RP4-657E11.11,unprocessed_pseudogene,19587015,19588801,HAVANA,-
chr1,AKR7L,polymorphic_pseudogene,19592476,19600688,HAVANA,-
chr1,AKR7A3,protein_coding,19609067,19615264,HAVANA,-
chr1,RP4-657E11.10,processed_pseudogene,19623574,19624397,HAVANA,+
chr1,AKR7A2,protein_coding,19630459,19638638,HAVANA,-
chr1,KNOWN,snRNA,19631570,19631676,ENSEMBL,-
chr1,SLC66A1,protein_coding,19638820,19655794,HAVANA,+
chr1,KNOWN,misc_RNA,19646299,19646554,ENSEMBL,-
chr1,CAPZB,protein_coding,19665269,19812033,HAVANA,-
chr1,KNOWN,misc_RNA,19750878,19751163,ENSEMBL,+
chr1,MICOS10,protein_coding,19810897,19956315,HAVANA,+
chr1,KNOWN,snRNA,19837087,19837227,ENSEMBL,+
chr1,NOVEL,snoRNA,19858664,19858768,ENSEMBL,-
chr1,RP5-1056L3.1,lncRNA,19918296,19923326,HAVANA,-
chr1,NBL1,protein_coding,19923473,19984949,HAVANA,+
chr1,MICOS10-NBL1,protein_coding,19923561,19983420,HAVANA,+
chr1,RP5-1056L3.3,processed_pseudogene,19934608,19935062,HAVANA,+
chr1,HTR6,protein_coding,19991368,20007459,HAVANA,+
chr1,TMCO4,protein_coding,20008733,20126438,HAVANA,-
chr1,RNF186,protein_coding,20140522,20141776,HAVANA,-
chr1,RP11-91K11.2,lncRNA,20140860,20145995,HAVANA,+
chr1,OTUD3,protein_coding,20208888,20239438,HAVANA,+
chr1,PLA2G2E,protein_coding,20246502,20250110,HAVANA,-
chr1,KNOWN,misc_RNA,20297462,20297760,ENSEMBL,+
chr1,PLA2G2A,protein_coding,20301924,20306909,HAVANA,-
chr1,PLA2G5,protein_coding,20354672,20418404,HAVANA,+
chr1,PLA2G2D,protein_coding,20438432,20446059,HAVANA,-
chr1,PLA2G2F,protein_coding,20465816,20476874,HAVANA,+
chr1,RP3-340N1.2,lncRNA,20480664,20487061,HAVANA,+
chr1,PLA2G2C,protein_coding,20487746,20513011,HAVANA,-
chr1,UBXN10,protein_coding,20512589,20522543,HAVANA,+
chr1,LINC01757,lncRNA,20569588,20571157,HAVANA,+
chr1,RP3-340N1.7,lncRNA,20598511,20601498,HAVANA,+
chr1,VWA5B1,protein_coding,20617368,20686011,HAVANA,+
chr1,RP4-745E8.2,lncRNA,20620704,20649680,HAVANA,-
chr1,LINC01141,lncRNA,20687072,20757727,HAVANA,-
chr1,RP4-749H3.2,lncRNA,20738797,20739746,HAVANA,-
chr1,RP4-749H3.4,lncRNA,20802715,20805430,HAVANA,+
chr1,RP4-749H3.3,lncRNA,20805272,20806890,HAVANA,-
chr1,CAMK2N1,protein_coding,20808884,20812703,HAVANA,-
chr1,MUL1,protein_coding,20825941,20834644,HAVANA,-
chr1,RPS4XP4,processed_pseudogene,20852482,20853244,HAVANA,+
chr1,FAM43B,protein_coding,20879066,20881513,HAVANA,+
chr1,CDA,protein_coding,20915579,20945396,HAVANA,+
chr1,PINK1,protein_coding,20959951,20978004,HAVANA,+
chr1,PINK1-AS,lncRNA,20969150,20978686,HAVANA,-
chr1,NOVEL,pseudogene,20976856,20977207,ENSEMBL,-
chr1,DDOST,protein_coding,20978260,20988037,HAVANA,-
chr1,KIF17,protein_coding,20990507,21044510,HAVANA,-
chr1,RP5-930J4.5,unprocessed_pseudogene,21019227,21020506,HAVANA,-
chr1,SH2D5,protein_coding,21046224,21059330,HAVANA,-
chr1,RP5-930J4.2,lncRNA,21059373,21060445,HAVANA,+
chr1,HP1BP3,protein_coding,21066759,21113816,HAVANA,-
chr1,NOVEL,antisense,21069480,21070455,HAVANA,+
chr1,EIF4G3,protein_coding,21132785,21503381,HAVANA,-
chr1,KNOWN,snRNA,21167734,21167795,ENSEMBL,+
chr1,KNOWN,miRNA,21314807,21314925,ENSEMBL,-
chr1,RPS15AP6,processed_pseudogene,21330043,21330427,HAVANA,-
chr1,RP11-487E1.2,processed_pseudogene,21400132,21400246,HAVANA,-
chr1,HSPE1P27,processed_pseudogene,21487968,21488574,HAVANA,+
chr1,NOVEL,miRNA,21503059,21503122,ENSEMBL,-
chr1,RP3-329E20.3,lncRNA,21503547,21504657,HAVANA,+
chr1,ECE1,protein_coding,21543740,21672065,HAVANA,-
chr1,RP3-329E20.2,lncRNA,21592575,21593744,HAVANA,+
chr1,ECE1-AS1,lncRNA,21619783,21626367,HAVANA,+
chr1,PPP1R11P1,processed_pseudogene,21724480,21724855,HAVANA,+
chr1,PDE4DIPP10,unprocessed_pseudogene,21737953,21739786,HAVANA,-
chr1,RP11-293F5.1,lncRNA,21742391,21743985,HAVANA,+
chr1,NBPF2P,unprocessed_pseudogene,21751118,21754460,HAVANA,-
chr1,HS6ST1P1,processed_pseudogene,21754796,21756029,HAVANA,+
chr1,CROCCP5,unprocessed_pseudogene,21760811,21764051,HAVANA,+
chr1,NBPF3,protein_coding,21766621,21811498,HAVANA,+
chr1,PFN1P10,processed_pseudogene,21786249,21786575,HAVANA,-
chr1,ALPL,protein_coding,21835890,21904903,HAVANA,+
chr1,LINC02596,lncRNA,21912965,21917680,HAVANA,+
chr1,NOVEL,miRNA,21918904,21919041,ENSEMBL,-
chr1,RAP1GAP,protein_coding,21922708,21995856,HAVANA,-
chr1,USP48,protein_coding,22004791,22110099,HAVANA,-
chr1,RP11-132G19.3,processed_pseudogene,22094762,22095068,HAVANA,+
chr1,LDLRAD2,protein_coding,22138758,22151718,HAVANA,+
chr1,HSPG2,protein_coding,22148737,22263803,HAVANA,-
chr1,RP11-26H16.1,processed_pseudogene,22234591,22235073,HAVANA,+
chr1,RP11-26H16.4,transcribed_unitary_pseudogene,22277172,22283364,HAVANA,-
chr1,CELA3B,protein_coding,22303515,22325135,HAVANA,+
chr1,KNOWN,misc_RNA,22305444,22305729,ENSEMBL,-
chr1,RP1-224A6.11,lncRNA,22310099,22357110,HAVANA,+
chr1,KNOWN,misc_RNA,22313974,22314268,ENSEMBL,+
chr1,KNOWN,snRNA,22314309,22314412,ENSEMBL,+
chr1,CELA3A,protein_coding,22328150,22339035,HAVANA,+
chr1,KNOWN,misc_RNA,22330078,22330361,ENSEMBL,-
chr1,KNOWN,misc_RNA,22337143,22337437,ENSEMBL,+
chr1,KNOWN,snRNA,22337478,22337581,ENSEMBL,+
chr1,LINC01635,lncRNA,22350483,22352541,HAVANA,-
chr1,LINC00339,lncRNA,22351051,22357716,HAVANA,+
chr1,CDC42,protein_coding,22352004,22427853,HAVANA,+
chr1,CDC42-AS1,lncRNA,22354810,22379420,HAVANA,-
chr1,RP1-224A6.10,transcribed_processed_pseudogene,22357020,22357241,HAVANA,+
chr1,CDC42-IT1,lncRNA,22385690,22390692,HAVANA,+
chr1,MPHOSPH6P1,processed_pseudogene,22394833,22395320,HAVANA,-
chr1,NOVEL,lincRNA,22427106,22427853,HAVANA,+
chr1,WNT4,protein_coding,22443806,22470462,HAVANA,-
chr1,RP1-163O16.1,lncRNA,22469343,22483894,HAVANA,+
chr1,KNOWN,miRNA,22592732,22592793,ENSEMBL,+
chr1,PPIAP34,processed_pseudogene,22649333,22649824,HAVANA,-
chr1,RP11-415K20.2,TEC,22691123,22692975,HAVANA,-
chr1,ZBTB40,protein_coding,22755331,22857650,HAVANA,+
chr1,ZBTB40-IT1,lncRNA,22843967,22846201,HAVANA,+
chr1,EPHA8,protein_coding,22889982,22930088,HAVANA,+
chr1,C1QA,protein_coding,22963121,22966171,HAVANA,+
chr1,C1QC,protein_coding,22970126,22974603,HAVANA,+
chr1,C1QB,protein_coding,22979255,22988130,HAVANA,+
chr1,EPHB2,protein_coding,23037332,23247993,HAVANA,+
chr1,KNOWN,miRNA,23046010,23046091,ENSEMBL,+
chr1,NOVEL,miRNA,23075310,23075404,ENSEMBL,-
chr1,RP11-69E9.1,lncRNA,23162206,23163342,HAVANA,-
chr1,KNOWN,miRNA,23189652,23189719,ENSEMBL,-
chr1,LACTBL1,protein_coding,23279536,23291831,HAVANA,-
chr1,TEX46,protein_coding,23337327,23342345,HAVANA,-
chr1,KDM1A,protein_coding,23345936,23410182,HAVANA,+
chr1,RP1-184J9.2,lncRNA,23346640,23414551,HAVANA,-
chr1,KNOWN,miRNA,23370798,23370865,ENSEMBL,+
chr1,KNOWN,miRNA,23384351,23384427,ENSEMBL,-
chr1,LUZP1,protein_coding,23410516,23504301,HAVANA,-
chr1,RP5-979D14.1,processed_pseudogene,23466818,23467635,HAVANA,+
chr1,KNOWN,snRNA,23489197,23489303,ENSEMBL,+
chr1,KNOWN,snRNA,23490446,23490546,ENSEMBL,+
chr1,HTR1D,protein_coding,23518388,23543995,HAVANA,-
chr1,RP5-1057J7.1,processed_pseudogene,23571258,23571717,HAVANA,+
chr1,LINC01355,lncRNA,23607800,23613981,HAVANA,-
chr1,RP5-1057J7.8,lncRNA,23624290,23629359,HAVANA,+
chr1,HNRNPR,protein_coding,23630264,23670829,HAVANA,-
chr1,ZNF436,protein_coding,23685941,23696329,HAVANA,-
chr1,ZNF436-AS1,lncRNA,23695490,23698332,HAVANA,+
chr1,NOVEL,misc_RNA,23696747,23696839,ENSEMBL,+
chr1,RP5-1057J7.7,lncRNA,23704873,23705522,HAVANA,-
chr1,TCEA3,protein_coding,23707402,23751241,HAVANA,-
chr1,RP4-654C18.1,processed_pseudogene,23737325,23738639,HAVANA,+
chr1,ASAP3,protein_coding,23755056,23811061,HAVANA,-
chr1,E2F2,protein_coding,23832930,23857725,HAVANA,-
chr1,RP1-150O5.3,lncRNA,23875630,23877406,HAVANA,-
chr1,ID3,protein_coding,23884417,23885992,HAVANA,-
chr1,RP1-150O5.4,lncRNA,23902926,23920111,HAVANA,-
chr1,MDS2,lncRNA,23907985,23967058,HAVANA,+
chr1,RP11-223J15.2,unprocessed_pseudogene,23996784,24006749,HAVANA,+
chr1,RPL11,protein_coding,24018232,24023325,HAVANA,+
chr1,KNOWN,pseudogene,24032291,24033424,HAVANA,-
chr1,ELOA-AS1,lncRNA,24033391,24104786,HAVANA,-
chr1,KNOWN,misc_RNA,24063100,24063380,ENSEMBL,-
chr1,ELOA,protein_coding,24069645,24088549,HAVANA,+
chr1,PITHD1,protein_coding,24104908,24114722,HAVANA,+
chr1,LYPLA2,protein_coding,24117635,24122029,HAVANA,+
chr1,GALE,protein_coding,24122089,24127271,HAVANA,-
chr1,HMGCL,protein_coding,24128375,24165110,HAVANA,-
chr1,FUCA1,protein_coding,24171567,24194780,HAVANA,-
chr1,CNR2,protein_coding,24197005,24239852,HAVANA,-
chr1,KNOWN,misc_RNA,24208284,24208575,ENSEMBL,-
chr1,NOVEL,snoRNA,24208745,24208842,ENSEMBL,+
chr1,BTBD6P1,processed_pseudogene,24227961,24229227,HAVANA,-
chr1,RP11-4M23.3,lncRNA,24233601,24234375,HAVANA,+
chr1,KNOWN,miRNA,24255560,24255637,ENSEMBL,+
chr1,H3P1,processed_pseudogene,24275506,24275873,HAVANA,-
chr1,PNRC2,protein_coding,24283329,24289952,HAVANA,+
chr1,SRSF10,protein_coding,24290837,24307417,HAVANA,-
chr1,RP11-4M23.7,processed_pseudogene,24334371,24335009,HAVANA,-
chr1,RP11-293P20.2,lncRNA,24367325,24413289,HAVANA,+
chr1,MYOM3,protein_coding,24382525,24438625,HAVANA,-
